year,season,month,weekday,hour,holiday,workingday,weather,temp,temp_felt,hum,windspeed,casual,registered,total
2011,sum,jun,mon,17,no,yes,1,28,29,0.55,9,90,514,604
2011,win,jan,thu,22,no,yes,2,4,-2,0.65,19,0,56,56
2012,sum,jun,sat,12,no,no,1,31,0,0.43,13,203,399,602
2012,win,feb,sat,2,no,no,3,5,1,0.81,13,2,24,26
2011,win,feb,thu,17,no,yes,3,10,7,0.66,13,9,168,177
2012,win,feb,sat,21,no,no,3,4,0,0.93,9,4,74,78
2012,win,jan,tue,4,no,yes,2,2,-2,0.86,11,0,4,4
2012,sum,jun,sat,7,no,no,1,23,22,0.83,11,19,59,78
2012,win,mar,tue,11,no,yes,1,18,18,0.73,19,64,155,219
2011,sum,jun,wed,8,no,yes,1,26,27,0.48,19,41,499,540
2011,sum,jun,tue,11,no,yes,1,24,24,0.83,11,52,119,171
2012,sum,aug,thu,13,no,yes,1,34,36,0.41,7,80,201,281
2012,spr,apr,sun,14,no,no,1,18,18,0.34,0,281,372,653
2012,spr,may,thu,17,no,yes,1,21,25,0.31,26,84,648,732
2012,aut,dec,wed,11,no,yes,1,14,13,0.44,19,11,161,172
2011,aut,oct,mon,0,no,yes,1,18,18,0.56,22,12,25,37
2012,sum,jul,fri,13,no,yes,1,36,36,0.27,7,99,194,293
2012,spr,jun,tue,18,no,yes,1,21,25,0.43,13,111,679,790
2011,spr,apr,sun,3,no,no,1,12,11,0.66,9,12,13,25
2012,win,feb,fri,17,no,yes,2,9,6,0.42,13,15,381,396
2011,spr,apr,sun,6,no,no,1,6,2,0.65,13,10,23,33
2011,aut,oct,tue,5,no,yes,1,11,10,0.87,9,0,24,24
2011,win,feb,sat,22,no,no,1,4,1,0.44,6,6,39,45
2012,aut,nov,fri,11,no,yes,cloudy,9,7,0.53,6,31,170,201
2012,aut,nov,mon,12,no,yes,1,13,12,0.35,7,22,188,210
2012,win,feb,mon,11,no,yes,1,3,-1,0.37,13,5,85,90
2012,win,jan,fri,3,no,yes,1,10,6,0.87,17,3,4,7
2011,aut,nov,tue,17,no,yes,1,17,17,0.43,11,40,459,499
2011,win,jan,sun,19,no,no,1,1,-3,0.47,9,14,47,61
2011,spr,may,fri,2,no,yes,2,17,16,0.88,9,3,8,11
2011,win,jan,mon,3,no,yes,1,-6,-14,0.45,17,0,1,1
2012,spr,jun,tue,4,no,yes,3,17,16,0.82,13,1,4,5
2011,aut,oct,sat,7,no,no,1,10,8,0.76,7,8,49,57
2012,sum,aug,fri,18,no,yes,2,32,37,0.59,17,98,573,671
2012,win,dec,sat,21,no,no,2,6,0,0.56,33,4,56,60
2011,win,jan,wed,1,no,yes,1,0,-3,0.74,6,0,6,6
2012,aut,nov,fri,5,no,yes,1,7,3,0.56,13,2,25,27
2012,aut,nov,tue,3,no,yes,2,9,7,0.71,7,0,2,2
2011,win,jan,sun,7,no,no,1,-4,-9,0.58,11,1,1,2
2012,spr,apr,tue,5,no,yes,1,7,3,0.7,13,0,22,22
2011,win,feb,sun,1,no,no,1,5,1,0.87,13,7,30,37
2011,aut,oct,mon,9,no,yes,2,12,11,0.66,6,12,141,153
2011,sum,aug,fri,15,no,yes,2,31,35,0.59,13,53,196,249
2012,win,feb,wed,16,no,yes,1,21,25,0.4,15,22,261,283
2012,win,feb,tue,14,no,yes,2,8,3,0.53,26,16,108,124
2012,spr,apr,fri,22,no,yes,1,18,18,0.68,17,26,176,202
2012,sum,jun,fri,17,no,yes,2,32,32,0.38,11,95,551,646
2011,aut,oct,wed,1,no,yes,1,16,15,0.77,11,4,7,11
2012,spr,apr,sun,1,no,no,1,14,13,0.24,15,14,50,64
2012,aut,nov,fri,8,no,yes,1,4,1,0.87,6,11,83,94
2012,win,jan,tue,7,no,yes,3,7,3,0.81,15,5,121,126
2012,win,jan,sun,22,no,no,2,0,-3,0.93,6,0,58,58
2011,win,jan,tue,9,no,yes,2,2,-1,0.64,6,10,134,144
2012,sum,jun,thu,23,no,yes,1,31,35,0.59,6,12,134,146
2011,aut,dec,tue,6,no,yes,2,14,13,0.94,19,5,81,86
2012,win,jan,sun,20,no,no,2,14,13,0.62,20,25,58,83
2011,aut,nov,mon,11,no,yes,2,17,17,0.83,7,16,112,128
2011,spr,apr,tue,16,no,yes,1,11,10,0.46,28,17,113,130
2012,spr,may,wed,12,no,yes,2,22,25,0.57,15,58,222,280
2011,sum,aug,sun,12,no,no,1,28,28,0.51,26,88,218,306
2011,spr,may,tue,6,no,yes,1,13,12,0.67,9,9,103,112
2011,aut,dec,wed,3,no,yes,1,6,5,0.65,0,0,3,3
2012,win,feb,sat,22,no,no,1,4,-3,0.38,31,4,78,82
2011,spr,apr,sun,2,no,no,1,17,16,0.88,13,27,45,72
2012,win,feb,fri,7,no,yes,2,6,3,0.93,7,4,222,226
2011,spr,jun,wed,15,no,yes,1,29,28,0.27,0,33,131,164
2012,win,jan,tue,15,no,yes,1,0,-8,0.37,28,9,68,77
2012,spr,may,wed,20,no,yes,2,22,22,0.83,6,28,267,295
2012,spr,jun,mon,2,no,yes,1,19,19,0.6,15,1,10,11
2011,aut,dec,sat,15,no,no,1,11,10,0.46,0,100,237,337
2011,sum,sep,mon,9,yes,no,3,25,26,0.74,11,63,89,152
2011,aut,dec,wed,8,no,yes,2,5,4,0.87,0,9,458,467
2011,win,jan,mon,18,no,yes,1,2,-3,0.4,15,1,154,155
2012,spr,may,mon,20,no,yes,2,20,20,0.88,13,11,178,189
2011,aut,nov,fri,9,no,yes,1,5,1,0.41,13,6,207,213
2011,spr,may,mon,4,yes,no,1,22,20,0.94,11,2,4,6
2012,aut,sep,thu,6,no,yes,1,19,19,0.88,6,5,164,169
2011,aut,sep,sun,18,no,no,1,25,26,0.74,0,125,279,404
2012,aut,oct,wed,15,no,yes,1,26,26,0.39,7,63,245,308
2012,aut,oct,mon,22,yes,no,3,12,11,0.76,17,6,101,107
2011,sum,sep,fri,13,no,yes,2,25,26,0.65,9,72,207,279
2012,aut,oct,fri,16,no,yes,1,15,14,0.41,24,108,412,520
2011,win,feb,thu,1,no,yes,3,-1,-6,0.8,9,0,7,7
2011,aut,nov,wed,14,no,yes,2,15,14,1,9,12,49,61
2011,spr,may,tue,15,no,yes,cloudy,23,25,0.33,6,28,152,180
2012,sum,aug,thu,17,no,yes,1,34,34,0.36,17,111,699,810
2012,spr,jun,sat,9,no,no,1,23,25,0.57,11,99,241,340
2011,spr,jun,fri,0,no,yes,1,22,25,0.38,19,15,53,68
2011,sum,jun,tue,1,no,yes,3,22,23,0.78,11,2,12,14
2012,win,feb,sun,10,no,no,2,5,0,0.52,17,49,142,191
2011,sum,aug,wed,3,no,yes,1,23,23,0.78,0,1,4,5
2012,sum,aug,sat,18,no,no,1,28,27,0.37,11,225,329,554
2012,spr,mar,sat,6,no,no,2,17,17,0.83,11,4,24,28
2012,sum,jul,fri,9,no,yes,1,32,35,0.49,19,34,329,363
2012,aut,oct,mon,1,no,yes,2,20,20,0.64,26,5,24,29
2011,aut,nov,sat,5,no,no,1,7,5,0.75,7,0,3,3
2012,sum,aug,sat,7,no,no,1,27,30,0.77,11,18,49,67
2011,win,mar,wed,9,no,yes,2,5,0,0.87,17,5,136,141
2012,aut,dec,mon,3,no,yes,2,11,10,0.94,7,0,4,4
2011,sum,jun,tue,22,no,yes,1,26,27,0.7,20,30,104,134
2011,spr,may,fri,10,no,yes,2,17,17,0.83,9,31,99,130
2012,win,jan,fri,6,no,yes,2,3,0,0.73,7,1,69,70
2012,spr,apr,wed,8,no,yes,1,10,8,0.76,6,20,634,654
2012,spr,apr,mon,13,no,yes,1,15,14,0.36,20,97,184,281
2012,spr,may,fri,4,no,yes,1,19,19,0.88,13,0,4,4
2012,spr,may,mon,21,no,yes,1,22,24,0.69,6,31,210,241
2011,spr,apr,fri,20,no,yes,2,7,2,0.93,22,12,51,63
2011,aut,oct,sat,13,no,no,1,17,16,0.45,0,136,186,322
2011,spr,apr,fri,17,no,yes,3,8,4,0.93,17,10,138,148
2012,spr,mar,sat,0,no,no,1,11,10,0.82,13,12,80,92
2012,sum,aug,sat,22,no,no,1,29,32,0.66,19,104,165,269
2012,sum,aug,wed,5,no,yes,2,23,23,0.78,9,3,46,49
2012,sum,sep,sat,14,no,no,1,29,29,0.48,19,250,404,654
2011,spr,mar,wed,6,no,yes,2,9,5,0.87,17,1,43,44
2011,sum,jun,sat,22,no,no,1,25,26,0.47,13,61,126,187
2012,aut,nov,fri,10,no,yes,1,9,6,0.53,13,33,165,198
2012,aut,dec,wed,16,no,yes,1,15,14,0.33,19,23,354,377
2011,sum,sep,tue,11,no,yes,3,19,19,0.88,11,8,48,56
2011,win,dec,thu,2,no,yes,1,16,15,0.82,7,1,10,11
2012,spr,may,sat,14,no,no,1,29,32,0.66,15,307,257,564
2011,win,mar,wed,5,no,yes,2,4,0,0.81,9,1,7,8
2012,aut,sep,sat,10,no,no,1,18,18,0.56,17,134,338,472
2012,sum,aug,mon,20,no,yes,1,28,30,0.7,13,50,366,416
2011,spr,may,mon,2,yes,no,1,23,21,0.94,13,17,28,45
2011,aut,dec,thu,20,no,yes,1,9,7,0.46,7,12,178,190
2011,sum,sep,sat,1,no,no,1,15,14,0.72,7,28,52,80
2011,sum,jul,wed,6,no,yes,1,28,29,0.58,11,18,103,121
2012,sum,jul,fri,12,no,yes,1,35,34,0.28,7,111,220,331
2012,win,dec,fri,14,no,yes,2,8,3,0.39,30,20,199,219
2012,spr,may,sun,20,no,no,1,21,24,0.64,13,73,203,276
2011,spr,may,sat,15,no,no,1,21,25,0.38,17,148,230,378
2011,spr,apr,tue,8,no,yes,3,11,10,0.87,39,9,148,157
2012,sum,jul,thu,10,no,yes,1,28,30,0.7,15,79,143,222
2011,win,dec,fri,19,no,yes,2,9,4,0.49,28,16,96,112
2011,sum,aout,tue,18,no,yes,1,26,26,0.45,11,60,516,576
2011,spr,apr,mon,17,no,y3s,1,26,27,0.54,20,80,441,521
2012,win,mar,sat,7,no,no,2,12,11,1,9,29,57,86
2011,spr,jun,wed,0,no,yes,1,24,23,0.89,9,12,29,41
2011,aut,oct,wed,21,no,yes,2,17,17,0.77,0,17,140,157
2011,sum,jul,tue,14,no,yes,1,34,38,0.5,13,41,111,152
2012,spr,mar,thu,21,no,yes,1,14,13,0.44,19,10,214,224
2009,aut,oct,tue,2,no,yes,2,17,17,0.94,9,1,4,5
2011,sum,sep,sat,21,no,no,2,17,16,0.72,13,49,121,170
2011,spr,apr,thu,5,no,yes,2,13,12,0.54,37,0,14,14
2011,spr,jun,thu,18,no,yes,1,35,37,0.39,19,52,414,466
2011,win,feb,thu,16,no,yes,1,2,-4,0.27,20,4,76,80
2011,win,jan,sat,20,no,no,2,12,11,0.87,17,11,25,36
2012,win,mar,fri,2,no,yes,1,9,5,0.53,19,2,4,6
2011,aut,sep,wed,12,no,yes,2,25,26,0.79,0,25,159,184
2011,win,feb,fri,13,no,yes,3,18,18,0.6,31,6,77,83
2011,aut,nov,mon,23,no,yes,2,17,17,0.83,9,5,41,46
2011,aut,oct,sun,14,no,no,1,13,12,0.38,13,91,209,300
2012,win,jan,sun,11,no,no,1,10,7,0.46,15,55,201,256
2011,sum,aug,fri,0,no,yes,1,24,25,0.74,7,13,41,54
2011,win,jan,sun,7,no,no,1,-4,-10,0.53,13,1,5,6
2012,aut,nov,mon,13,yes,no,1,21,24,0.6,15,108,312,420
2011,spr,apr,thu,16,n0,yes,1,17,17,0.27,24,66,228,294
2012,spr,may,sat,7,no,no,1,15,14,0.67,7,28,67,95
2012,win,feb,thu,22,no,yes,2,8,7,0.81,0,3,108,111
2011,win,feb,sun,17,no,no,1,9,7,0.33,11,60,86,146
2012,aut,oct,fri,16,no,yes,2,20,20,0.73,11,137,445,582
2011,sum,sep,sun,0,no,no,1,22,21,0.88,0,29,79,108
2012,sum,aug,thu,14,no,yes,1,32,31,0.32,0,72,176,248
2011,spr,may,sun,8,no,no,2,14,13,0.77,9,16,43,59
2012,win,mar,thu,15,no,yes,1,27,27,0.32,15,100,187,287
2012,win,mar,sun,0,no,no,1,5,3,0.44,6,7,62,69
2012,aut,oct,thu,15,no,yes,1,17,17,0.34,11,102,358,460
2012,spr,apr,mon,1,no,yes,3,13,12,0.88,6,0,5,5
2011,spr,apr,thu,17,no,yes,1,17,16,0.29,11,79,402,481
2011,spr,apr,sun,9,no,no,1,12,11,0.43,19,31,71,102
2011,spr,apr,tue,17,no,yes,1,19,19,0.6,7,39,372,411
2012,spr,may,wed,15,no,yes,1,27,28,0.51,9,54,221,275
2011,spr,jun,thu,19,no,yes,1,22,22,0.83,19,58,269,327
2012,sum,aug,mon,23,no,yes,1,26,28,0.84,11,35,79,114
2011,sum,aug,mon,0,no,yes,1,26,28,0.79,7,13,17,30
2012,sum,jul,thu,1,no,yes,1,24,25,0.65,15,6,23,29
2012,spr,may,thu,20,no,yes,1,17,17,0.4,22,59,315,374
2011,sum,jul,sat,22,no,no,1,27,29,0.62,11,60,154,214
2012,aut,nov,mon,21,no,yes,2,11,10,0.54,15,15,188,203
2012,aut,oct,fri,7,no,yes,1,17,17,0.83,7,11,417,428
2011,sum,jul,thu,9,no,yes,1,25,26,0.47,19,29,195,224
2012,aut,dec,sun,5,no,no,2,5,4,0.93,0,1,7,8
2011,win,jan,mon,18,yes,no,2,1,-5,0.55,17,7,85,92
2011,win,mar,sun,22,no,no,1,7,2,0.56,22,8,29,37
2012,sum,sep,sun,17,no,no,1,26,26,0.37,17,213,458,671
2011,sum,aug,tue,19,no,yes,1,24,25,0.5,15,70,297,367
2011,aut,oct,wed,22,no,yes,3,18,18,0.94,6,3,40,43
2011,spr,may,sun,13,no,no,2,17,16,0.63,11,123,209,332
2012,aut,nov,mon,12,no,yes,2,12,11,0.62,19,35,207,242
2011,sum,jul,tue,9,no,yes,1,30,32,0.55,33,27,149,176
2011,sum,aug,mon,4,no,yes,1,24,23,0.89,7,2,8,10
2011,aut,nov,wed,4,no,yes,1,8,7,0.87,0,0,4,4
2011,aut,oct,sun,9,no,no,1,10,6,0.76,24,19,96,115
2012,win,jan,tue,23,no,yes,1,5,2,0.81,7,3,38,41
2012,aut,dec,sun,17,no,no,3,10,7,0.93,9,20,209,229
2011,sum,jul,sun,19,no,no,1,31,33,0.49,22,120,183,303
2012,sum,sep,mon,16,no,yes,2,23,24,0.69,17,74,379,453
2011,aut,dec,mon,8,no,yes,2,0,-4,0.8,7,7,378,385
2012,aut,oct,thu,6,no,yes,3,22,20,0.94,6,1,132,133
2012,spr,jun,fri,12,no,yes,1,26,26,0.45,11,111,292,403
2011,spr,may,mon,1,no,yes,1,14,13,0.88,0,25,8,33
2011,win,jan,sat,17,no,no,2,57.2,13,0.82,19,15,52,67
2012,spr,jun,wed,0,no,yes,1,17,17,0.59,6,3,46,49
2012,win,mar,thu,8,no,yes,1,13,12,0.94,9,15,579,594
2012,sum,jul,sat,7,no,no,1,27,29,0.7,9,18,58,76
2012,aut,nov,fri,17,no,yes,1,10,7,0.46,13,41,539,580
2011,aut,oct,wed,18,no,yes,3,18,18,0.94,9,11,161,172
2011,aut,nov,tue,11,no,yes,3,12,11,0.94,9,4,28,32
2011,win,feb,fri,9,no,yes,1,-2,-8,0.74,15,8,132,140
2011,sum,jul,thu,4,no,yes,1,22,25,0.53,17,0,6,6
2012,sum,aug,mon,3,no,yes,1,21,20,0.88,7,0,3,3
2011,spr,jun,fri,23,no,yes,1,22,22,0.83,9,37,141,178
2011,aut,nov,wed,15,no,yes,1,17,17,0.45,15,21,130,151
2012,spr,apr,sun,6,no,no,2,14,13,0.72,22,6,6,12
2011,aut,oct,thu,0,no,yes,1,17,16,0.72,13,6,34,40
2011,sum,sep,thu,20,no,yes,1,15,14,0.63,22,25,223,248
2012,win,mar,mon,5,no,yes,1,9,6,0.61,13,1,15,16
2011,sum,sep,sat,6,no,no,1,22,23,0.73,11,4,19,23
2011,sum,aug,sat,23,no,no,2,24,24,0.83,22,25,95,120
2012,sum,aug,thu,5,no,yes,1,21,22,0.78,11,7,30,37
2011,spr,apr,mon,16,no,yes,1,21,25,0.46,19,40,165,205
2012,spr,may,mon,0,no,yes,3,20,20,0.88,20,12,28,40
2011,aut,oct,tue,2,no,yes,1,13,12,0.82,9,2,3,5
2011,win,mar,sun,4,no,no,2,13,12,0.88,24,0,3,3
2011,spr,apr,sat,0,no,no,2,7,3,0.87,15,5,26,31
2012,aut,nov,tue,15,no,yes,2,15,14,0.55,7,61,226,287
2012,spr,mar,sat,11,no,no,1,15,14,0.72,9,184,279,463
2011,sum,aug,fri,17,no,yes,1,32,31,0.26,0,93,423,516
2011,aut,sep,fri,13,no,yes,3,21,17,1,6,7,27,34
2012,aut,dec,sat,12,no,no,1,11,10,0.5,6,89,364,453
2012,win,dec,thu,3,no,yes,2,4,-1,0.87,15,0,1,1
2011,aut,oct,fri,15,no,yes,2,10,6,0.43,17,44,171,215
2011,win,jan,fri,6,no,yes,1,-3,-4,0.54,0,0,17,17
2012,spr,jun,tue,5,no,yes,3,21,20,0.88,9,1,28,29
2011,sum,aug,mon,20,no,yes,1,31,34,0.55,0,71,215,286
2012,spr,apr,tue,2,no,yes,1,19,19,0.83,7,1,3,4
2011,spr,jun,fri,17,no,yes,1,27,26,0.25,19,73,485,558
2011,aut,dec,fri,17,no,yes,1,13,12,0.38,0,20,391,411
2011,aut,nov,tue,22,no,yes,1,11,10,0.82,20,5,90,95
2012,win,feb,fri,8,no,yes,cloudy,11,10,0.76,22,17,452,469
2011,sum,jun,mon,20,no,yes,1,26,27,0.65,7,54,251,305
2012,win,dec,sun,14,no,no,1,9,4,0.31,20,57,118,175
2012,sum,jun,sat,20,no,no,1,32,35,0.52,11,88,204,292
2012,aut,nov,tue,17,no,yes,1,8,4,0.53,15,30,597,627
2012,win,dec,tue,1,yes,no,2,5,1,0.87,11,0,13,13
2011,spr,may,mon,19,no,yes,2,22,24,0.69,9,46,268,314
2011,sum,aug,mon,5,no,yes,2,21,20,0.88,13,3,14,17
2012,spr,may,thu,4,no,yes,1,15,14,0.77,13,0,2,2
2012,spr,apr,mon,8,no,yes,1,12,11,0.43,13,17,579,596
2012,spr,apr,mon,14,no,yes,2,17,16,0.55,9,56,162,218
2011,sum,aug,mon,13,no,yes,1,36,37,0.31,20,38,112,150
2012,sum,aug,tue,13,no,yes,2,31,33,0.52,13,68,185,253
2012,spr,apr,fri,2,no,yes,1,16,15,0.59,28,4,18,22
2011,win,dec,wed,6,no,yes,1,8,4,0.57,17,1,42,43
2011,win,jan,sun,22,no,no,1,-4,-10,0.38,13,5,23,28
2011,aut,dec,sun,5,no,no,1,1,-2,0.59,7,0,6,6
2011,sum,aug,sat,17,no,no,3,28,31,0.79,11,61,88,149
2011,sum,jun,mon,3,no,yes,3,22,23,0.78,9,0,2,2
2012,sum,aug,fri,15,no,yes,2,29,29,0.48,9,99,251,350
2012,aut,dec,thu,10,no,yes,1,8,4,0.45,19,28,139,167
2012,win,feb,sun,22,no,no,1,5,2,0.6,7,9,182,191
2012,aut,dec,tue,20,no,yes,1,8,4,0.53,15,9,248,257
2011,win,feb,fri,21,no,yes,1,2,-2,0.59,9,1,46,47
2012,aut,sep,sun,11,no,no,1,21,25,0.43,15,222,369,591
2012,spr,jun,fri,10,no,yes,1,24,25,0.47,17,62,187,249
2011,spr,jun,fri,12,no,yes,clear,26,27,0.65,17,49,194,243
2012,spr,jun,tue,21,no,yes,1,18,18,0.56,11,30,253,283
2011,spr,may,fri,17,no,yes,1,20,20,0.4,24,83,470,553
2011,spr,may,tue,22,no,yes,1,28,30,0.7,11,42,117,159
2011,aut,nov,thu,11,no,yes,1,14,13,0.67,13,12,108,120
2011,aut,oct,wed,0,no,yes,2,17,17,0.77,13,11,23,34
2011,aut,nov,mon,21,no,yes,1,11,10,0.82,7,10,129,139
2011,sum,aug,sat,9,no,no,2,26,28,0.74,11,70,138,208
2012,spr,may,tue,14,no,yes,2,28,28,0.48,17,37,167,204
2012,sum,sep,thu,20,no,yes,1,19,19,0.64,9,57,360,417
2011,sum,aug,sat,11,no,no,1,27,28,0.58,0,115,223,338
2011,spr,apr,wed,17,no,yes,1,15,14,0.67,20,25,284,309
2011,spr,apr,wed,5,no,yes,2,19,19,0.94,17,1,16,17
2011,win,dec,wed,3,no,yes,1,8,4,0.61,17,0,4,4
2012,win,feb,tue,14,no,yes,1,12,11,0.28,7,13,121,134
2012,spr,jun,mon,7,no,yes,1,19,19,0.6,15,13,504,517
2012,sum,sep,sat,0,no,no,1,28,29,0.62,7,22,146,168
2012,spr,may,sun,21,no,no,1,19,19,0.73,13,55,148,203
2012,sum,aug,thu,2,no,yes,1,22,23,0.73,0,3,14,17
2011,sum,aug,thu,23,no,yes,1,24,25,0.74,7,24,108,132
2012,spr,jun,wed,16,no,yes,1,27,27,0.3,33,72,320,392
2011,win,feb,tue,1,no,yes,2,6,5,0.87,0,0,4,4
2012,aut,oct,thu,11,no,yes,2,18,18,0.83,7,57,181,238
2011,aut,nov,mon,11,no,yes,2,62.6,17,0.68,7,11,107,118
2011,aut,nov,sat,7,no,no,1,4,-1,0.6,17,3,38,41
2012,win,jan,fri,12,no,yes,2,17,16,0.88,11,25,155,180
2011,sum,jul,sun,0,no,no,1,31,35,0.59,7,42,77,119
2011,spr,mar,thu,10,no,yes,2,5,-1,0.93,22,10,55,65
2012,win,feb,fri,10,no,yes,3,10,7,0.81,11,22,119,141
2011,aut,sep,sun,12,no,no,2,24,24,0.78,0,143,270,413
2012,spr,may,thu,20,no,yes,2,24,25,0.69,19,55,343,398
2011,spr,may,tue,2,no,yes,2,21,18,0.94,13,2,8,10
2011,aut,sep,wed,8,no,yes,3,22,20,0.94,15,17,270,287
2011,spr,mar,wed,10,no,yes,2,9,5,0.46,15,13,51,64
2011,aut,oct,sat,5,no,no,1,11,10,0.66,0,1,7,8
2012,spr,may,wed,17,no,yes,1,21,23,0.73,17,70,659,729
2012,spr,apr,fri,0,no,yes,1,16,15,0.67,7,5,59,64
2011,spr,apr,wed,10,no,yes,2,22,22,0.83,19,26,66,92
2012,spr,may,fri,9,no,yes,1,16,15,0.41,20,34,288,322
2011,spr,may,wed,10,no,yes,1,18,18,0.68,6,30,124,154
2011,spr,jun,mon,5,no,yes,1,19,19,0.88,6,7,24,31
2011,win,jan,tue,23,no,yes,3,0,-3,0.93,6,1,18,19
2011,sum,jul,sat,4,no,no,1,27,29,0.66,11,4,6,10
2012,sum,aug,wed,19,no,yes,1,29,32,0.66,15,119,567,686
2011,win,jan,tue,10,no,yes,2,3,0,0.6,7,6,49,55
2012,sum,jul,fri,6,no,yes,1,28,30,0.66,13,4,127,131
2012,win,feb,sun,6,no,no,2,5,0,0.7,17,0,4,4
2011,sum,aug,sat,16,no,no,1,31,32,0.46,13,151,222,373
2012,aut,nov,mon,8,yes,no,1,13,12,0.82,11,50,490,540
2011,spr,apr,wed,15,no,yes,1,17,17,0.32,22,34,83,117
2012,aut,nov,wed,7,no,yes,1,5,3,0.87,6,11,262,273
2011,spr,may,mon,9,yes,no,1,27,30,0.74,6,47,81,128
2011,spr,apr,thu,11,no,yes,1,14,13,0.41,19,34,99,133
2012,sum,jun,thu,2,no,yes,1,24,25,0.5,6,1,12,13
2012,spr,apr,wed,15,no,yes,2,23,25,0.44,19,86,182,268
2012,spr,jun,sun,5,no,no,1,22,24,0.69,6,3,10,13
2012,sum,sep,wed,15,no,yes,1,27,27,0.37,9,75,243,318
2011,spr,jun,tue,7,no,yes,1,19,19,0.52,28,19,346,365
2011,aut,nov,thu,10,no,yes,2,12,11,0.76,13,12,98,110
2012,spr,jun,sat,3,no,no,1,19,19,0.73,17,8,18,26
2011,sum,aug,thu,16,no,yes,1,27,31,0.84,0,16,105,121
2011,spr,apr,thu,15,no,yes,1,21,25,0.31,6,57,85,142
2011,spr,apr,fri,15,yes,no,1,18,18,0.52,30,50,112,162
2011,aut,sep,sat,12,no,no,2,22,22,0.83,6,141,266,407
2012,aut,sep,thu,17,no,yes,2,24,25,0.69,20,87,818,905
2011,sum,aug,sun,17,no,no,1,29,31,0.62,9,133,196,329
2011,win,feb,wed,22,no,yes,1,3,-2,0.44,17,5,35,40
2011,aut,dec,sun,2,no,no,1,5,4,0.81,0,11,51,62
2011,sum,aug,fri,6,no,yes,1,22,25,0.5,9,3,73,76
2012,sum,aug,fri,11,no,yes,2,29,29,0.48,7,69,212,281
2012,aut,dec,sat,2,no,no,1,5,4,0.81,0,6,63,69
2011,spr,apr,sat,8,no,no,2,10,6,1,17,15,32,47
2012,spr,may,sun,5,no,no,1,17,16,0.72,7,1,7,8
2012,sum,aug,mon,19,no,yes,1,28,29,0.58,11,88,467,555
2012,spr,jun,mon,16,no,yes,1,24,25,0.39,31,73,375,448
2012,aut,dec,fri,0,no,yes,1,3,1,0.64,6,4,43,47
2012,win,dec,thu,8,no,yes,1,5,-1,0.65,24,2,206,208
2011,win,jan,mon,18,no,yes,2,0,-6,0.55,15,3,153,156
2012,spr,apr,thu,1,no,yes,1,8,4,0.66,15,2,7,9
2012,spr,may,fri,3,no,yes,1,19,19,0.88,15,0,14,14
2012,sum,jul,sun,12,no,no,1,37,43,0.42,13,105,271,376
2011,win,jan,mon,22,no,yes,1,-1,-6,0.59,11,2,22,24
2012,spr,may,sat,5,no,no,1,19,19,0.88,6,8,14,22
2011,win,jan,wed,11,no,yes,2,6,4,0.87,6,5,47,52
2011,sum,sep,tue,1,no,yes,2,18,18,0.88,11,3,11,14
2012,spr,may,fri,23,no,yes,1,24,24,0.78,15,34,132,166
2012,sum,aug,thu,0,no,yes,1,23,24,0.69,0,14,51,65
2012,spr,may,mon,14,no,yes,3,21,21,0.83,13,45,135,180
2012,spr,may,sun,23,no,no,2,22,25,0.57,15,17,57,74
2012,win,feb,fri,11,no,yes,2,10,8,0.81,7,27,136,163
2011,spr,may,sun,22,no,no,1,17,16,0.88,6,29,86,115
2011,aut,nov,fri,2,no,yes,1,6,3,0.81,7,4,6,10
2012,sum,aug,fri,22,no,yes,1,27,30,0.74,19,50,168,218
2011,spr,jun,thu,15,no,yes,1,38,39,0.31,11,18,86,104
2011,aut,dec,sun,1,no,no,1,7,5,0.75,6,20,54,74
2012,win,dec,fri,12,no,yes,2,7,4,0.49,9,72,150,222
2012,spr,jun,mon,11,no,yes,2,18,18,0.88,11,25,96,121
2011,sum,jun,tue,20,no,yes,1,28,29,0.62,0,50,246,296
2012,win,dec,tue,10,yes,no,1,6,5,0.81,0,11,21,32
2012,sum,jun,sat,4,no,no,2,23,22,0.83,11,6,13,19
2012,spr,apr,fri,13,no,yes,1,14,13,0.33,22,173,238,411
2011,win,mar,sat,12,no,no,1,9,5,0.53,19,51,107,158
2011,spr,jun,mon,20,no,yes,1,25,26,0.61,9,59,277,336
2011,sum,jun,wed,16,no,yes,2,32,37,0.59,22,34,224,258
2012,spr,apr,mon,21,yes,no,1,25,26,0.51,17,39,232,271
2011,aut,nov,mon,0,no,yes,2,15,14,0.94,0,4,13,17
2012,sum,aug,thu,11,no,yes,1,29,29,0.4,6,85,191,276
2011,win,dec,wed,2,no,yes,2,10,9,0.71,0,0,4,4
2011,win,mar,wed,10,no,yes,1,8,4,0.49,19,11,65,76
2012,spr,jun,sun,18,no,no,1,32,32,0.38,15,164,326,490
2012,sum,sep,wed,22,no,yes,1,19,19,0.64,6,23,189,212
2011,win,mar,thu,6,no,yes,3,10,6,0,22,0,12,12
2012,spr,may,fri,20,no,yes,1,22,24,0.25,9,64,277,341
2012,aut,dec,sat,16,no,no,1,13,12,0.82,11,139,368,507
2011,sum,jul,thu,9,no,yes,1,28,30,0.7,11,25,154,179
2012,aut,nov,sat,15,no,no,1,7,2,0.36,31,59,139,198
2011,aut,oct,sat,15,no,no,1,22,25,0.31,33,166,211,377
